,date,status,id,text,photo
105,Début de diffusion le 26 sep 2019,Inactive,ID : 497754397714746,De voertaal op school MOET Nederlands zijn. LIKE als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/72286607_497772437712942_835040611273801728_n.jpg?_nc_cat=110&_nc_ohc=Pon_Np-SZGkAX_kUKr-&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=1848c1a7b290ff6007f9e645d32e873f&oe=5E930318
106,Début de diffusion le 26 sep 2019,Inactive,ID : 705353266628303,"Vandaag geraakte bekend dat het tekort in de sociale zekerheid oploopt tot € 3,1 miljard, terwijl we ELK jaar MILJARDEN euro's verkwisten aan immigratie. Bespaar op onder andere immigratie om zo ONZE sociale welvaart te BESCHERMEN!",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/71081520_10157520538011505_3571839019765465088_n.jpg?_nc_cat=100&_nc_ohc=yE9VWQM-XXEAX8Twimn&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=1f80a2da382b385ddb3b0e57faa4ff24&oe=5E8F0F94
107,Début de diffusion le 24 sep 2019,Inactive,ID : 389565308391213,Op zaterdag 28 september organiseert het Vlaams Belang haar tweede seniorendag met onder andere Tom Van Grieken als spreker!  Meer informatie over deze dag vindt u via de onderstaande verwijzing.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/71594035_389565371724540_6911917171832520704_n.jpg?_nc_cat=106&_nc_ohc=uYUGTiVp7Z4AX8Wmw6j&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=c3cc7d77b373e41a96c9f1455db6bf52&oe=5EA7463E
108,Début de diffusion le 24 sep 2019,Actif,ID : 670372450139858,Als minderjarige een meisje verkrachten? Niet bestraffen volgens de PVDA... Wij zeggen: de dader HARD aanpakken. Ook als hij minderjarig is!,
109,Début de diffusion le 23 sep 2019,Inactive,ID : 2407716299478929,"Waarom verliezen politici hun geloofwaardigheid? Omdat ze hun woord nooit houden. Zo werd de pensioenleeftijd toch opgetrokken, waren begrotingen nooit in evenwicht, werden meer vreemdelingen toegelaten,... LUISTER toch eindelijk naar de mensen en voer het beleid uit waarvoor zij stemmen!",
110,Début de diffusion le 20 sep 2019,Inactive,ID : 507044193461346,Een asielcentrum pal in het centrum van Beveren is ONAANVAARDBAAR. LIKE als je het eens bent!,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/71470733_507044250128007_8024276034633334784_n.jpg?_nc_cat=109&_nc_ohc=EThEszSoo4oAX_k0jSi&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=963d48a4c4792a69a715ca600b971cc2&oe=5EA76EE6
111,Début de diffusion le 20 sep 2019,Inactive,ID : 552945595244765,"Terwijl we elk jaar MILJARDEN euro's verspillen aan immigratie, laten de overheid en Maggie De Block ONZE mensen in de steek! Wat een SCHANDE!",
112,Début de diffusion le 17 sep 2019,Inactive,ID : 2472096116187463,"3 op 5 Vlamingen is tegen het cordon en wil het Vlaams Belang in de regering. STOP de coalitie van de verliezers, luister naar de bevolking en geef ÉCHTE verandering eindelijk een kans!",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/70459241_10157498656361505_392342479350792192_n.jpg?_nc_cat=107&_nc_ohc=NtiNNAZpXwEAX8QhkJj&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=1818d8fea1decd95638d765540733ae3&oe=5ED93C29
113,Début de diffusion le 17 sep 2019,Inactive,ID : 378126592856168,"LEZ-boetes zijn PESTBELASTINGEN op de kap van wie zich geen nieuwe auto kan veroorloven. Op 2,5 jaar heeft de stad Antwerpen al € 25,5 miljoen aan boetes geïncasseerd in de 'Lage Emissiezone'. Meerdere partijen zetten zelfs de deur op een kier om van héél Vlaanderen een LEZ te maken. Onaanvaardbaar. WEG met de asociale LEZ's!",https://scontent.fgva1-1.fna.fbcdn.net/v/t1.6435-0/s600x600/70862941_10157498861526505_8235289225289793536_n.jpg?_nc_cat=106&_nc_ohc=ly8-I5sQWxEAX-e6ze1&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=9370604ef6054507b7a37d53145d6a5e&oe=5ED13548
114,Début de diffusion le 16 sep 2019,Inactive,ID : 692374844563437,Vlaams Belang: het énige alternatief voor échte verandering! LIKE als je het eens bent.,https://scontent.fgva1-1.fna.fbcdn.net/v/t39.16868-6/s600x600/71182948_692374881230100_7065074992643309568_n.jpg?_nc_cat=108&_nc_ohc=R3MD-zwtO9wAX8aY1J9&_nc_ht=scontent.fgva1-1.fna&_nc_tp=1002&oh=a4778efee769e6f9120330e9ca4c089c&oe=5EA0838C
